"","ReferenceID","Block","Lot","BuildingAddress","NoticeDate","Neighborhood","PoliceDistrict","CouncilDistrict","Location","Latitude","Longitude"
"363","1660 025 050316","1660","25","2931 MCELDERRY ST",2016-05-03,"ELLWOOD PARK/MONUMENT","SOUTHEASTERN","13","(39.2978148, -76.57546308)","39.2978148"," -76.57546308"
"364","1660 045 041416","1660","45","529 N CURLEY ST",2016-04-14,"ELLWOOD PARK/MONUMENT","SOUTHEASTERN","13","(39.29757089, -76.57561071)","39.29757089"," -76.57561071"
"365","1660 056 041516","1660","56","518 N CURLEY ST",2016-04-15,"ELLWOOD PARK/MONUMENT","SOUTHEASTERN","13","(39.29738063, -76.57601211)","39.29738063"," -76.57601211"
"366","1674 016 040716","1674","16","431 N LUZERNE AVE",2016-04-07,"MCELDERRY PARK","SOUTHEASTERN","13","(39.29638186, -76.58047132)","39.29638186"," -76.58047132"
"367","1713 068 041916","1713","68","155 N CURLEY ST",2016-04-19,"PATTERSON PARK NEIGHBORHOOD","SOUTHEASTERN","1","(39.29438319, -76.57543324)","39.29438319"," -76.57543324"
"368","1732 029 042216","1732","29","22 N EAST AVE",2016-04-22,"PATTERSON PARK NEIGHBORHOOD","SOUTHEASTERN","1","(39.29311634, -76.57270022)","39.29311634"," -76.57270022"
"369","1765 077 041416","1765","77","311 S WASHINGTON ST",2016-04-14,"UPPER FELLS POINT","SOUTHEASTERN","1","(39.28734769, -76.58865797)","39.28734769"," -76.58865797"
"370","2121A008 040116","2121A","8","3328 STRICKLAND ST",2016-04-01,"IRVINGTON","SOUTHWESTERN","8","(39.2777235, -76.67249882)","39.2777235"," -76.67249882"
"371","2140 040 050216","2140","40","429 EAST LYNNE AVE",2016-05-02,"MILLHILL","SOUTHWESTERN","9","(39.28031867, -76.65861789)","39.28031867"," -76.65861789"
"372","2165 022 050316","2165","22","17 N CATHERINE ST",2016-05-03,"SHIPLEY HILL","SOUTHWESTERN","9","(39.28839577, -76.65628533)","39.28839577"," -76.65628533"
"373","2171 076 041216","2171","76","12 S CATHERINE ST",2016-04-12,"SHIPLEY HILL","SOUTHWESTERN","9","(39.28712477, -76.656379)","39.28712477"," -76.656379"
"374","2201 036 050416","2201","36","2324 LAURETTA AVE",2016-05-04,"ROSEMONT HOMEOWNERS/TENANTS","WESTERN","9","(39.29428598, -76.65393471)","39.29428598"," -76.65393471"
"375","2213B026D 040116","2213B","026D","2609 EDMONDSON AVE",2016-04-01,"ROSEMONT HOMEOWNERS/TENANTS","WESTERN","9","(39.29432942, -76.65978202)","39.29432942"," -76.65978202"
"376","2230J003 050416","2230J","3","5 S ABINGTON AVE",2016-05-04,"CARROLL-SOUTH HILTON","SOUTHWESTERN","9","(39.28561149, -76.67090256)","39.28561149"," -76.67090256"
"377","2230L052 033016","2230L","52","14 S MOUNT OLIVET LANE",2016-03-30,"CARROLL-SOUTH HILTON","SOUTHWESTERN","9","(39.28547888, -76.66839978)","39.28547888"," -76.66839978"
"378","2243B043 042216","2243B","43","144 PALORMO AVE",2016-04-22,"SAINT JOSEPHS","SOUTHWESTERN","8","(39.28346594, -76.6753731)","39.28346594"," -76.6753731"
"379","2244A039 042016","2244A","39","3531 OLD FREDERICK ROAD",2016-04-20,"IRVINGTON","SOUTHWESTERN","8","(39.2825992, -76.67605821)","39.2825992"," -76.67605821"
"380","2253 040 042116","2253","40","49 S CULVER ST",2016-04-21,"SAINT JOSEPHS","SOUTHWESTERN","8","(39.28514681, -76.67793525)","39.28514681"," -76.67793525"
"381","2284 015 033116","2284","15","506 N EDGEWOOD ST",2016-03-31,"ALLENDALE","SOUTHWESTERN","8","(39.29299147, -76.67574181)","39.29299147"," -76.67574181"
"382","2304 017 042716","2304","17","1818 N BENTALOU ST",2016-04-27,"COPPIN HEIGHTS/ASH-CO-EAST","WESTERN","7","(39.30903115, -76.65437014)","39.30903115"," -76.65437014"
"383","1161 037 042516","1161","37","1210 N EDEN ST",2016-04-25,"OLIVER","EASTERN","12","(39.30442045, -76.59981549)","39.30442045"," -76.59981549"
"384","1162 041 033116","1162","41","1206 N CAROLINE ST",2016-03-31,"OLIVER","EASTERN","12","(39.30446161, -76.59830918)","39.30446161"," -76.59830918"
"385","1163 023 041116","1163","23","1214 N BOND ST",2016-04-11,"OLIVER","EASTERN","12","(39.3048639, -76.59687953)","39.3048639"," -76.59687953"
"386","1164A020 040616","1164A","20","1205 N BOND ST",2016-04-06,"OLIVER","EASTERN","12","(39.30440153, -76.59630012)","39.30440153"," -76.59630012"
"387","1184 017 041816","1184","17","932 E EAGER ST",2016-04-18,"JOHNSTON SQUARE","EASTERN","12","(39.30167368, -76.60393509)","39.30167368"," -76.60393509"
"388","1191 011 042716","1191","11","1025 N CAROLINE ST",2016-04-27,"GAY STREET","EASTERN","12","(39.30241339, -76.59757491)","39.30241339"," -76.59757491"
"389","1283 013 042016","1283","13","327 N GAY ST",2016-04-20,"JONESTOWN","SOUTHEASTERN","12","(39.29367649, -76.60705783)","39.29367649"," -76.60705783"
"390","1283 014 042016","1283","14","325 N GAY ST",2016-04-20,"JONESTOWN","SOUTHEASTERN","12","(39.29364345, -76.60711307)","39.29364345"," -76.60711307"
"391","1284 014 032916","1284","14","343 N GAY ST",2016-03-29,"JONESTOWN","SOUTHEASTERN","12","(39.29410505, -76.60654283)","39.29410505"," -76.60654283"
"392","1343 041 032916","1343","41","1413 E FAIRMOUNT AVE",2016-03-29,"WASHINGTON HILL","SOUTHEASTERN","12","(39.29197278, -76.59804905)","39.29197278"," -76.59804905"
"393","1392 007 042516","1392","7","117 S CENTRAL AVE",2016-04-25,"WASHINGTON HILL","SOUTHEASTERN","12","(39.28973043, -76.59919773)","39.28973043"," -76.59919773"
"394","1428 035 042016","1428","35","316 S BROADWAY",2016-04-20,"FELLS POINT","SOUTHEASTERN","12","(39.28704457, -76.59400468)","39.28704457"," -76.59400468"
"395","1435 044 040816","1435","44","1617 BANK ST",2016-04-08,"FELLS POINT","SOUTHEASTERN","1","(39.28631546, -76.59465993)","39.28631546"," -76.59465993"
"396","1447 079 033016","1447","79","1804 E LAFAYETTE AVE",2016-03-30,"BROADWAY EAST","EASTERN","12","(39.31092597, -76.59273314)","39.31092597"," -76.59273314"
"397","1448 061 040616","1448","61","1835 N WOLFE ST",2016-04-06,"BROADWAY EAST","EASTERN","12","(39.31183423, -76.59145669)","39.31183423"," -76.59145669"
"398","1454 086 042816","1454","86","1821 N PORT ST",2016-04-28,"BROADWAY EAST","EASTERN","13","(39.31176201, -76.5836134)","39.31176201"," -76.5836134"
"399","1457 021 042516","1457","21","1807 E LAFAYETTE AVE",2016-04-25,"BROADWAY EAST","EASTERN","12","(39.31055426, -76.59265935)","39.31055426"," -76.59265935"
"400","1463 056 042516","1463","56","1703 N BRADFORD ST",2016-04-25,"BROADWAY EAST","EASTERN","13","(39.31012378, -76.58492591)","39.31012378"," -76.58492591"
"401","1468 021 033016","1468","21","1641 N WOLFE ST",2016-03-30,"BROADWAY EAST","EASTERN","12","(39.30954161, -76.59132651)","39.30954161"," -76.59132651"
"402","0055C064 021315","0055C","64","1102 N CARROLLTON AVE",2015-02-13,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30135319, -76.6376802)","39.30135319"," -76.6376802"
"403","0055D005 103015","0055D","5","1036 N ARLINGTON AVE",2015-10-30,"SANDTOWN-WINCHESTER","WESTERN","9","(39.3014815, -76.63623707)","39.3014815"," -76.63623707"
"404","0055D011 072414","0055D","11","1106 N FREMONT AVE",2014-07-24,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30202685, -76.63638775)","39.30202685"," -76.63638775"
"405","0055D023 010507","0055D","23","1107 WINCHESTER ST",2007-01-05,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30233375, -76.63688065)","39.30233375"," -76.63688065"
"406","0055D026 040705","0055D","26","1113 WINCHESTER ST",2005-04-07,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30233129, -76.63702569)","39.30233129"," -76.63702569"
"407","0055D029 121911","0055D","29","1157 N CARROLLTON AVE",2011-12-19,"SANDTOWN-WINCHESTER","WESTERN","9","(39.3023891, -76.63726697)","39.3023891"," -76.63726697"
"408","0055D033 020508","0055D","33","1149 N CARROLLTON AVE",2008-02-05,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30223841, -76.63722955)","39.30223841"," -76.63722955"
"409","0055D034 073108","0055D","34","1147 N CARROLLTON AVE",2008-07-31,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30220241, -76.63722122)","39.30220241"," -76.63722122"
"410","0055D037 081412","0055D","37","1141 N CARROLLTON AVE",2012-08-14,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30208855, -76.63721355)","39.30208855"," -76.63721355"
"411","0055D040 101813","0055D","40","1135 N CARROLLTON AVE",2013-10-18,"SANDTOWN-WINCHESTER","WESTERN","9","(39.3019722, -76.63720665)","39.3019722"," -76.63720665"
"412","0055D042 123108","0055D","42","1131 N CARROLLTON AVE",2008-12-31,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30189635, -76.63720196)","39.30189635"," -76.63720196"
"413","0055D044 122608","0055D","44","1127 N CARROLLTON AVE",2008-12-26,"SANDTOWN-WINCHESTER","WESTERN","9","(39.3018186, -76.63719727)","39.3018186"," -76.63719727"
"414","0055D045 092608","0055D","45","1125 N CARROLLTON AVE",2008-09-26,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30178037, -76.63719509)","39.30178037"," -76.63719509"
"415","0055D046 020608","0055D","46","1123 N CARROLLTON AVE",2008-02-06,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30174171, -76.63719267)","39.30174171"," -76.63719267"
"416","1477 012 050416","1477","12","1523 N BROADWAY",2016-05-04,"BROADWAY EAST","EASTERN","12","(39.3080662, -76.59448595)","39.3080662"," -76.59448595"
"417","1477 013 050416","1477","13","1525 N BROADWAY",2016-05-04,"BROADWAY EAST","EASTERN","12","(39.30810754, -76.59448854)","39.30810754"," -76.59448854"
"418","1477 014 042816","1477","14","1527 N BROADWAY",2016-04-28,"BROADWAY EAST","EASTERN","12","(39.30814858, -76.5944911)","39.30814858"," -76.5944911"
"419","1479 026 042216","1479","26","1921 E FEDERAL ST",2016-04-22,"BROADWAY EAST","EASTERN","12","(39.30851134, -76.59072267)","39.30851134"," -76.59072267"
"420","1479 055 041016","1479","55","1910 E OLIVER ST",2016-04-10,"BROADWAY EAST","EASTERN","12","(39.30782754, -76.59068067)","39.30782754"," -76.59068067"
"421","1496 025 042616","1496","25","1428 N GAY ST",2016-04-26,"BROADWAY EAST","EASTERN","12","(39.3071261, -76.59083385)","39.3071261"," -76.59083385"
"422","1505 019 042016","1505","19","1402 N LUZERNE AVE",2016-04-20,"BEREA","EASTERN","13","(39.30707761, -76.58165773)","39.30707761"," -76.58165773"
"423","1522 071 050316","1522","71","2610 GROGAN AVE",2016-05-03,"BEREA","EASTERN","13","(39.30657798, -76.58071989)","39.30657798"," -76.58071989"
"424","1529 047 042616","1529","47","1723 E PRESTON ST",2016-04-26,"BROADWAY EAST","EASTERN","12","(39.30518955, -76.5937743)","39.30518955"," -76.5937743"
"425","1531 001 050416","1531","1","1800 E BIDDLE ST",2016-05-04,"BROADWAY EAST","EASTERN","12","(39.30457454, -76.59243531)","39.30457454"," -76.59243531"
"426","1536 009 042716","1536","9","2317 E PRESTON ST",2016-04-27,"BROADWAY EAST","EASTERN","13","(39.30556633, -76.58454433)","39.30556633"," -76.58454433"
"427","1536 070 042716","1536","70","1203 N PATTERSON PARK AVE",2016-04-27,"BROADWAY EAST","EASTERN","13","(39.30480533, -76.58523539)","39.30480533"," -76.58523539"
"428","1537 015 042716","1537","15","2438 E BIDDLE ST",2016-04-27,"BROADWAY EAST","EASTERN","13","(39.30492726, -76.58298056)","39.30492726"," -76.58298056"
"429","1537 051 042716","1537","51","1225 N MONTFORD AVE",2016-04-27,"BROADWAY EAST","EASTERN","13","(39.30537865, -76.5838246)","39.30537865"," -76.5838246"
"430","1539 043 041516","1539","43","1237 N LUZERNE AVE",2016-04-15,"BEREA","EASTERN","13","(39.30573546, -76.58105939)","39.30573546"," -76.58105939"
"431","1547 035 050416","1547","35","1110 MCDONOGH ST",2016-05-04,"MIDDLE EAST","EASTERN","12","(39.30372638, -76.59379041)","39.30372638"," -76.59379041"
"432","1548 034 040716","1548","34","1717 E BIDDLE ST",2016-04-07,"MIDDLE EAST","EASTERN","12","(39.30414527, -76.59317282)","39.30414527"," -76.59317282"
"433","1548 035 040716","1548","35","1719 E BIDDLE ST",2016-04-07,"MIDDLE EAST","EASTERN","12","(39.3041467, -76.59312216)","39.3041467"," -76.59312216"
"434","0058 074 062708","58","74","1013 APPLETON ST",2008-06-27,"MIDTOWN-EDMONDSON","WESTERN","9","(39.30037464, -76.64822446)","39.30037464"," -76.64822446"
"435","0058 075 111308","58","75","1015 APPLETON ST",2008-11-13,"MIDTOWN-EDMONDSON","WESTERN","9","(39.30041119, -76.64822658)","39.30041119"," -76.64822658"
"436","0058 086 070314","58","86","1014 APPLETON ST",2014-07-03,"MIDTOWN-EDMONDSON","WESTERN","9","(39.30038818, -76.64872258)","39.30038818"," -76.64872258"
"437","0058 092 030410","58","92","1026 APPLETON ST",2010-03-04,"MIDTOWN-EDMONDSON","WESTERN","9","(39.30060623, -76.64873478)","39.30060623"," -76.64873478"
"438","0058 093 073106","58","93","1028 APPLETON ST",2006-07-31,"MIDTOWN-EDMONDSON","WESTERN","9","(39.30064259, -76.64873683)","39.30064259"," -76.64873683"
"439","0058 094 121510","58","94","1030 APPLETON ST",2010-12-15,"MIDTOWN-EDMONDSON","WESTERN","9","(39.30067871, -76.64873881)","39.30067871"," -76.64873881"
"440","0059 002 010308","59","2","1002 N FULTON AVE",2008-01-03,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30002355, -76.64620032)","39.30002355"," -76.64620032"
"441","0059 004 010308","59","4","1006 N FULTON AVE",2008-01-03,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30011146, -76.6462039)","39.30011146"," -76.6462039"
"442","0059 009 062609","59","9","1016 N FULTON AVE",2009-06-26,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30032723, -76.64621265)","39.30032723"," -76.64621265"
"443","0059 010 041015","59","10","1018 N FULTON AVE",2015-04-10,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30037484, -76.64621459)","39.30037484"," -76.64621459"
"444","0059 011 112614","59","11","1020 N FULTON AVE",2014-11-26,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30041388, -76.64621617)","39.30041388"," -76.64621617"
"445","0059 019 121313","59","19","1801 RIGGS AVE",2013-12-13,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30074133, -76.64647062)","39.30074133"," -76.64647062"
"446","0059 022 051700","59","22","1807 RIGGS AVE",2000-05-17,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30073364, -76.64662509)","39.30073364"," -76.64662509"
"447","0059 024 050814","59","24","1811 RIGGS AVE",2014-05-08,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30073031, -76.64672791)","39.30073031"," -76.64672791"
"448","0059 027 110707","59","27","1817 RIGGS AVE",2007-11-07,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30071856, -76.64705548)","39.30071856"," -76.64705548"
"449","0059 031 022008","59","31","1825 RIGGS AVE",2008-02-20,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30071114, -76.64726705)","39.30071114"," -76.64726705"
"450","0059 033 062609","59","33","1829 RIGGS AVE",2009-06-26,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30070741, -76.64737349)","39.30070741"," -76.64737349"
"451","3065 014 042716","3065","14","3400 ALTO ROAD",2016-04-27,"HANLON-LONGWOOD","NORTHWESTERN","7","(39.31758529, -76.67478324)","39.31758529"," -76.67478324"
"452","3066C016 040516","3066C","16","3034 GWYNNS FALLS PKWY",2016-04-05,"HANLON-LONGWOOD","NORTHWESTERN","7","(39.31472296, -76.66936392)","39.31472296"," -76.66936392"
"453","3101 003 040716","3101","3","3407 CALLAWAY AVE",2016-04-07,"ASHBURTON","NORTHWESTERN","6","(39.32698689, -76.67812231)","39.32698689"," -76.67812231"
"454","3103 008 042116","3103","8","3409 GRANTLEY ROAD",2016-04-21,"ASHBURTON","NORTHWESTERN","6","(39.32672468, -76.67565213)","39.32672468"," -76.67565213"
"455","3107 015 042816","3107","15","3211 DORCHESTER ROAD",2016-04-28,"ASHBURTON","NORTHWESTERN","7","(39.32546125, -76.67014153)","39.32546125"," -76.67014153"
"456","3183 003 041416","3183","3","4126 REISTERSTOWN ROAD",2016-04-14,"TOWANDA-GRANTLEY","NORTHWESTERN","6","(39.33558893, -76.6657034)","39.33558893"," -76.6657034"
"457","3185 057 032816","3185","57","2914 BOARMAN AVE",2016-03-28,"TOWANDA-GRANTLEY","NORTHWESTERN","6","(39.3371956, -76.6702218)","39.3371956"," -76.6702218"
"458","3186 032 033016","3186","32","2904 GRANTLEY AVE",2016-03-30,"TOWANDA-GRANTLEY","NORTHWESTERN","6","(39.33719953, -76.66829301)","39.33719953"," -76.66829301"
"459","3204 010 041316","3204","10","2218 W NORTH AVE",2016-04-13,"MONDAWMIN","WESTERN","7","(39.30992435, -76.65338748)","39.30992435"," -76.65338748"
"460","3205 007 041116","3205","7","1912 N PULASKI ST",2016-04-11,"MONDAWMIN","WESTERN","7","(39.31037168, -76.65158792)","39.31037168"," -76.65158792"
"461","3210 066 040816","3210","66","2016 N MONROE ST",2016-04-08,"MONDAWMIN","WESTERN","7","(39.31156658, -76.64851198)","39.31156658"," -76.64851198"
"462","3210 090 041116","3210","90","2011 N PAYSON ST",2016-04-11,"MONDAWMIN","WESTERN","7","(39.31140981, -76.64976339)","39.31140981"," -76.64976339"
"463","3211 048 041116","3211","48","2009 CLIFTON AVE",2016-04-11,"MONDAWMIN","WESTERN","7","(39.31166217, -76.65060975)","39.31166217"," -76.65060975"
"464","3212 062 041116","3212","62","2006 N PULASKI ST",2016-04-11,"MONDAWMIN","WESTERN","7","(39.31118868, -76.65162999)","39.31118868"," -76.65162999"
"465","3213 024 050616","3213","24","2015 N BENTALOU ST",2016-05-06,"MONDAWMIN","WESTERN","7","(39.31103627, -76.65394783)","39.31103627"," -76.65394783"
"466","3213 026 041116","3213","26","2019 N BENTALOU ST",2016-04-11,"MONDAWMIN","WESTERN","7","(39.31113904, -76.65393988)","39.31113904"," -76.65393988"
"467","3252 052 041116","3252","52","2312 ANOKA AVE",2016-04-11,"LIBERTY SQUARE","NORTHWESTERN","7","(39.32156841, -76.65620952)","39.32156841"," -76.65620952"
"468","3262C052 042716","3262C","52","3209 LEIGHTON AVE",2016-04-27,"BURLEITH-LEIGHTON","NORTHWESTERN","7","(39.31808078, -76.65936634)","39.31808078"," -76.65936634"
"469","3347D005 042716","3347D","5","2608 LOYOLA SOUTHWAY",2016-04-27,"GREENSPRING","NORTHERN","6","(39.3373966, -76.66128015)","39.3373966"," -76.66128015"
"470","3347E026 040516","3347E","26","2605 PARK HEIGHTS TERR",2016-04-05,"GREENSPRING","NORTHERN","6","(39.33836844, -76.66155806)","39.33836844"," -76.66155806"
"471","0059 071 042612","59","71","1015 MCKEAN AVE",2012-04-26,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30046857, -76.64659022)","39.30046857"," -76.64659022"
"472","0059 075 052510","59","75","1020 MCKEAN AVE",2010-05-25,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30056324, -76.64704575)","39.30056324"," -76.64704575"
"473","0059 078 041912","59","78","1014 MCKEAN AVE",2012-04-19,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30045216, -76.64703931)","39.30045216"," -76.64703931"
"474","0059 082 011113","59","82","1006 MCKEAN AVE",2013-01-11,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30030573, -76.64703059)","39.30030573"," -76.64703059"
"475","0060 004 022608","60","4","1006 N MOUNT ST",2008-02-26,"SANDTOWN-WINCHESTER","WESTERN","9","(39.3001551, -76.64470111)","39.3001551"," -76.64470111"
"476","0060 005 091010","60","5","1008 N MOUNT ST",2010-09-10,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30019518, -76.64470351)","39.30019518"," -76.64470351"
"477","0060 049 082712","60","49","1021 N FULTON AVE",2012-08-27,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30039486, -76.6455448)","39.30039486"," -76.6455448"
"478","0060 066 031414","60","66","1704 MOSHER ST",2014-03-14,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30011591, -76.64497154)","39.30011591"," -76.64497154"
"479","3421 037 040516","3421","37","2437 MADISON AVE",2016-04-05,"RESERVOIR HILL","CENTRAL","7","(39.31364814, -76.63833954)","39.31364814"," -76.63833954"
"480","3445 015 040516","3445","15","2228 CALLOW AVE",2016-04-05,"RESERVOIR HILL","CENTRAL","7","(39.31351458, -76.63170684)","39.31351458"," -76.63170684"
"481","3461 018 040516","3461","18","2412 LAKEVIEW AVE",2016-04-05,"RESERVOIR HILL","CENTRAL","7","(39.31508498, -76.63295977)","39.31508498"," -76.63295977"
"482","3528 077 032916","3528","77","3526 ROLAND AVE",2016-03-29,"HAMPDEN","NORTHERN","7","(39.33015455, -76.63287922)","39.33015455"," -76.63287922"
"483","3611 018 041816","3611","18","2206 N CHARLES ST",2016-04-18,"OLD GOUCHER","NORTHERN","12","(39.31446774, -76.61715887)","39.31446774"," -76.61715887"
"484","3823 025 041516","3823","25","329 E 24TH ST",2016-04-15,"BARCLAY","EASTERN","12","(39.31638394, -76.61176948)","39.31638394"," -76.61176948"
"485","3829 012 040616","3829","12","2435 SAINT PAUL ST",2016-04-06,"BARCLAY","NORTHERN","12","(39.31728752, -76.61501076)","39.31728752"," -76.61501076"
"486","3830 020 041216","3830","20","2408 SAINT PAUL ST",2016-04-12,"OLD GOUCHER","NORTHERN","12","(39.31669337, -76.61557329)","39.31669337"," -76.61557329"
"487","3935 060 042116","3935","60","2791 THE ALAMEDA",2016-04-21,"COLDSTREAM HOMESTEAD MONTEBELLO","NORTHEASTERN","14","(39.32313547, -76.59241996)","39.32313547"," -76.59241996"
"488","3937 052 041516","3937","52","2712 HUGO AVE",2016-04-15,"COLDSTREAM HOMESTEAD MONTEBELLO","NORTHEASTERN","14","(39.32317986, -76.58941875)","39.32317986"," -76.58941875"
"489","3962 006 041516","3962","6","1601 CHILTON ST",2016-04-15,"COLDSTREAM HOMESTEAD MONTEBELLO","NORTHEASTERN","14","(39.32735947, -76.59392158)","39.32735947"," -76.59392158"
"490","3969F024 040516","3969F","24","1527 KINGSWAY ROAD",2016-04-05,"HILLEN","NORTHEASTERN","3","(39.34410851, -76.59047343)","39.34410851"," -76.59047343"
"491","3969M122 042716","3969M","122","1638 NORTHGATE ROAD",2016-04-27,"HILLEN","NORTHEASTERN","3","(39.34521305, -76.58775913)","39.34521305"," -76.58775913"
"492","3972D053 040116","3972D","53","954 NORTH HILL ROAD",2016-04-01,"EDNOR GARDENS-LAKESIDE","NORTHEASTERN","14","(39.33825866, -76.60123609)","39.33825866"," -76.60123609"
"493","3972O015 040416","3972O","15","3829 CRESTLYN ROAD",2016-04-04,"EDNOR GARDENS-LAKESIDE","NORTHEASTERN","14","(39.33497894, -76.59861434)","39.33497894"," -76.59861434"
"494","4005 006 042216","4005","6","1110 E NORTH AVE",2016-04-22,"EAST BALTIMORE MIDWAY","EASTERN","12","(39.31197795, -76.603787)","39.31197795"," -76.603787"
"495","4007 018 042516","4007","18","1908 SHERWOOD AVE",2016-04-25,"EAST BALTIMORE MIDWAY","EASTERN","12","(39.31234312, -76.60103876)","39.31234312"," -76.60103876"
"496","4008 002 042216","4008","2","1903 SHERWOOD AVE",2016-04-22,"EAST BALTIMORE MIDWAY","EASTERN","12","(39.31225757, -76.60072722)","39.31225757"," -76.60072722"
"497","4008 003 042516","4008","3","1905 SHERWOOD AVE",2016-04-25,"EAST BALTIMORE MIDWAY","EASTERN","12","(39.31229114, -76.60072899)","39.31229114"," -76.60072899"
"498","4008 004 042516","4008","4","1907 SHERWOOD AVE",2016-04-25,"EAST BALTIMORE MIDWAY","EASTERN","12","(39.31232517, -76.60073124)","39.31232517"," -76.60073124"
"499","4008 005 042516","4008","5","1909 SHERWOOD AVE",2016-04-25,"EAST BALTIMORE MIDWAY","EASTERN","12","(39.31235846, -76.60073348)","39.31235846"," -76.60073348"
"500","4008 007 042516","4008","7","1913 SHERWOOD AVE",2016-04-25,"EAST BALTIMORE MIDWAY","EASTERN","12","(39.31242468, -76.60073787)","39.31242468"," -76.60073787"
"501","4010G019 042216","4010G","19","2118 AIKEN ST",2016-04-22,"EAST BALTIMORE MIDWAY","EASTERN","12","(39.31460307, -76.60019211)","39.31460307"," -76.60019211"
"502","4011A020 041216","4011A","20","2037 ROBB ST",2016-04-12,"EAST BALTIMORE MIDWAY","EASTERN","12","(39.31374094, -76.60251857)","39.31374094"," -76.60251857"
"503","4736 014 042116","4736","14","2101 W ROGERS AVE",2016-04-21,"MOUNT WASHINGTON","NORTHERN","5","(39.35753393, -76.65864449)","39.35753393"," -76.65864449"
"504","5053 010 040816","5053","10","4618 YORK ROAD",2016-04-08,"KERNEWOOD","NORTHERN","4","(39.34495102, -76.60992066)","39.34495102"," -76.60992066"
"505","0063 006 072412","63","6","1410 MOSHER ST",2012-07-24,"SANDTOWN-WINCHESTER","WESTERN","9","(39.3002387, -76.64056199)","39.3002387"," -76.64056199"
"506","5138A012M 042516","5138A","012M","1020 E BELVEDERE AVE",2016-04-25,"CHINQUAPIN PARK","NORTHERN","4","(39.36013529, -76.59895138)","39.36013529"," -76.59895138"
"507","5140A070 041216","5140A","70","5618 CLEARSPRING ROAD",2016-04-12,"MID-GOVANS","NORTHERN","4","(39.35885287, -76.6067874)","39.35885287"," -76.6067874"
"508","5165 013 042816","5165","13","702 BEAUMONT AVE",2016-04-28,"WINSTON-GOVANS","NORTHERN","4","(39.35164523, -76.6061582)","39.35164523"," -76.6061582"
"509","5165 067A 042916","5165","067A","711 MCCABE AVE",2016-04-29,"WINSTON-GOVANS","NORTHERN","4","(39.3521492, -76.6065628)","39.3521492"," -76.6065628"
"510","5165D019 041116","5165D","19","5201 IVANHOE AVE",2016-04-11,"WOODBOURNE-MCCABE","NORTHERN","4","(39.3524886, -76.60454448)","39.3524886"," -76.60454448"
"511","5173 011A 042816","5173","011A","529 BEAUMONT AVE",2016-04-28,"WINSTON-GOVANS","NORTHERN","4","(39.35129355, -76.60733872)","39.35129355"," -76.60733872"
"512","5173B007 050516","5173B","7","812 WINSTON AVE",2016-05-05,"WINSTON-GOVANS","NORTHERN","4","(39.34996589, -76.60398408)","39.34996589"," -76.60398408"
"513","5210A117 041116","5210A","117","1200 MERIDENE DR",2016-04-11,"IDLEWOOD","NORTHEASTERN","4","(39.36838778, -76.59277004)","39.36838778"," -76.59277004"
"514","5267H086 042916","5267H","86","1317 WINSTON AVE",2016-04-29,"NEW NORTHWOOD","NORTHEASTERN","4","(39.34963902, -76.5958681)","39.34963902"," -76.5958681"
"515","5370A070 042016","5370A","70","5023 PILGRIM ROAD",2016-04-20,"LAURAVILLE","NORTHEASTERN","3","(39.351759, -76.57149761)","39.351759"," -76.57149761"
"516","5383 024 042916","5383","24","5002 MORELLO ROAD",2016-04-29,"LAURAVILLE","NORTHEASTERN","3","(39.34990519, -76.57038582)","39.34990519"," -76.57038582"
"517","5393 018 042016","5393","18","2801 HAMILTON AVE",2016-04-20,"HAMILTON HILLS","NORTHEASTERN","3","(39.35404486, -76.56386901)","39.35404486"," -76.56386901"
"518","5555 051G 032916","5555","051G","3538 WOODRING AVE",2016-03-29,"NORTH HARFORD ROAD","NORTHEASTERN","3","(39.36066055, -76.5386152)","39.36066055"," -76.5386152"
