"","ReferenceID","Block","Lot","BuildingAddress","NoticeDate","Neighborhood","PoliceDistrict","CouncilDistrict","Location","Latitude","Longitude"
"16","0855 008 030816","855","8","622 ARCHER ST",2016-03-08,"WASHINGTON VILLAGE/PIGTOWN","SOUTHERN","10","(39.28160587, -76.63017981)","39.28160587"," -76.63017981"
"17","1020 059 030916","1020","59","1710 CLARKSON ST",2016-03-09,"SOUTH BALTIMORE","SOUTHERN","11","(39.27018816, -76.61614134)","39.27018816"," -76.61614134"
"18","1126 056 030716","1126","56","1532 N BOND ST",2016-03-07,"OLIVER","EASTERN","12","(39.30815721, -76.59707552)","39.30815721"," -76.59707552"
"19","1454 029 030716","1454","29","1816 N MILTON AVE",2016-03-07,"BROADWAY EAST","EASTERN","13","(39.31174375, -76.58335172)","39.31174375"," -76.58335172"
"20","1477 047 031116","1477","47","1516 RUTLAND AVE",2016-03-11,"BROADWAY EAST","EASTERN","12","(39.30822909, -76.59304661)","39.30822909"," -76.59304661"
"21","1500 011 030716","1500","11","2131 E OLIVER ST",2016-03-07,"BROADWAY EAST","EASTERN","13","(39.30757991, -76.58751523)","39.30757991"," -76.58751523"
"22","1595 022 030716","1595","22","2836 ASHLAND AVE",2016-03-07,"MADISON-EASTEND","EASTERN","13","(39.3013657, -76.57700208)","39.3013657"," -76.57700208"
"23","1658 069 030916","1658","69","530 N BELNORD AVE",2016-03-09,"MCELDERRY PARK","SOUTHEASTERN","13","(39.29769466, -76.57887137)","39.29769466"," -76.57887137"
"24","1661 009 030716","1661","9","3017 MCELDERRY ST",2016-03-07,"ELLWOOD PARK/MONUMENT","SOUTHEASTERN","13","(39.29784806, -76.57460498)","39.29784806"," -76.57460498"
"25","1709 014 030816","1709","14","127 N MILTON AVE",2016-03-08,"PATTERSON PARK NEIGHBORHOOD","SOUTHEASTERN","1","(39.29373565, -76.58171453)","39.29373565"," -76.58171453"
"26","1716 037 030816","1716","37","108 N CLINTON ST",2016-03-08,"PATTERSON PARK NEIGHBORHOOD","SOUTHEASTERN","1","(39.29380306, -76.57120245)","39.29380306"," -76.57120245"
"27","0001 003 012512","1","3","2041 W NORTH AVE",2012-01-25,"EASTERWOOD","WESTERN","7","(39.30941765, -76.65104057)","39.30941765"," -76.65104057"
"28","0001 006 120214","1","6","2035 W NORTH AVE",2014-12-02,"EASTERWOOD","WESTERN","7","(39.30942276, -76.65089166)","39.30942276"," -76.65089166"
"29","0001 007 020113","1","7","2033 W NORTH AVE",2013-02-01,"EASTERWOOD","WESTERN","7","(39.30942443, -76.65084103)","39.30942443"," -76.65084103"
"30","0001 008 070115","1","8","2031 W NORTH AVE",2015-07-01,"EASTERWOOD","WESTERN","7","(39.30942603, -76.65079304)","39.30942603"," -76.65079304"
"31","0001 015 012816","1","15","2017 W NORTH AVE",2016-01-28,"EASTERWOOD","WESTERN","7","(39.30943944, -76.65044524)","39.30943944"," -76.65044524"
"32","0001 026 121410","1","26","1810 N PAYSON ST",2010-12-14,"EASTERWOOD","WESTERN","7","(39.30902061, -76.65010741)","39.30902061"," -76.65010741"
"33","0001 028 020808","1","28","1806 N PAYSON ST",2008-02-08,"EASTERWOOD","WESTERN","7","(39.30894358, -76.65010312)","39.30894358"," -76.65010312"
"34","0001 029 120710","1","29","1804 N PAYSON ST",2010-12-07,"EASTERWOOD","WESTERN","7","(39.30890577, -76.650101)","39.30890577"," -76.650101"
"35","2307A019 031116","2307A","19","2437 W NORTH AVE",2016-03-11,"COPPIN HEIGHTS/ASH-CO-EAST","WESTERN","7","(39.30918947, -76.65702099)","39.30918947"," -76.65702099"
"36","2319 013 031116","2319","13","1624 MORELAND AVE",2016-03-11,"COPPIN HEIGHTS/ASH-CO-EAST","WESTERN","7","(39.30688496, -76.6560888)","39.30688496"," -76.6560888"
"37","2367 008 031116","2367","8","2514 RIGGS AVE",2016-03-11,"BRIDGEVIEW/GREENLAWN","WESTERN","9","(39.300868, -76.65722459)","39.300868"," -76.65722459"
"38","2402 023 031016","2402","23","2741 W NORTH AVE",2016-03-10,"COPPIN HEIGHTS/ASH-CO-EAST","WESTERN","7","(39.30894488, -76.66247273)","39.30894488"," -76.66247273"
"39","2402 057 031016","2402","57","1700 ASHBURTON ST",2016-03-10,"COPPIN HEIGHTS/ASH-CO-EAST","WESTERN","7","(39.30744314, -76.66243699)","39.30744314"," -76.66243699"
"40","2406 021 031116","2406","21","2841 W NORTH AVE",2016-03-11,"NORTHWEST COMMUNITY ACTION","SOUTHWESTERN","7","(39.30884735, -76.66500262)","39.30884735"," -76.66500262"
"41","2418 063 031116","2418","63","1621 POPLAR GROVE ST",2016-03-11,"NORTHWEST COMMUNITY ACTION","SOUTHWESTERN","7","(39.30658799, -76.6653513)","39.30658799"," -76.6653513"
"42","2441 010 030816","2441","10","1618 N ELLAMONT ST",2016-03-08,"ROSEMONT","SOUTHWESTERN","9","(39.30623418, -76.67108776)","39.30623418"," -76.67108776"
"43","2445 034 030716","2445","34","2928 RIGGS AVE",2016-03-07,"FRANKLINTOWN ROAD","SOUTHWESTERN","9","(39.30025395, -76.66692907)","39.30025395"," -76.66692907"
"44","2506A013 031116","2506A","13","715 MOUNT HOLLY ST",2016-03-11,"EDGEWOOD","SOUTHWESTERN","8","(39.29580061, -76.67963706)","39.29580061"," -76.67963706"
"45","2542 017 031016","2542","17","212 S COLLINS AVE",2016-03-10,"IRVINGTON","SOUTHWESTERN","8","(39.28283004, -76.68371017)","39.28283004"," -76.68371017"
"46","2755 010 031016","2755","10","3809 BONNER ROAD",2016-03-10,"CONCERNED CITIZENS OF FOREST PARK","NORTHWESTERN","6","(39.32267983, -76.68239714)","39.32267983"," -76.68239714"
"47","2901 001 030716","2901","1","3701 W FOREST PARK AVE",2016-03-07,"FOREST PARK","NORTHWESTERN","6","(39.32520817, -76.67967628)","39.32520817"," -76.67967628"
"48","3061A026 031116","3061A","26","3313 ALTO ROAD",2016-03-11,"HANLON-LONGWOOD","NORTHWESTERN","7","(39.31714857, -76.67350752)","39.31714857"," -76.67350752"
"49","3176 028 031016","3176","28","2814 VIOLET AVE",2016-03-10,"PARK CIRCLE","NORTHWESTERN","6","(39.32986233, -76.66222642)","39.32986233"," -76.66222642"
"50","3347F046 030716","3347F","46","4200 PALL MALL ROAD",2016-03-07,"GREENSPRING","NORTHERN","6","(39.33901314, -76.66179683)","39.33901314"," -76.66179683"
"51","3420 006 031116","3420","6","2535 MADISON AVE",2016-03-11,"RESERVOIR HILL","CENTRAL","7","(39.31461196, -76.63929013)","39.31461196"," -76.63929013"
"52","3537 070A 030916","3537","070A","3640 PAINE ST",2016-03-09,"HAMPDEN","NORTHERN","14","(39.3323183, -76.63056992)","39.3323183"," -76.63056992"
"53","3542B036 030816","3542B","36","1244 W 37TH ST",2016-03-08,"HAMPDEN","NORTHERN","7","(39.33240931, -76.63707373)","39.33240931"," -76.63707373"
"54","3572 001A 030716","3572","001A","0",2016-03-07,"WOODBERRY","NORTHERN","7","(39.3339831, -76.64485367)","39.3339831"," -76.64485367"
"55","3644 001 030916","3644","1","2701 HAMPDEN AVE",2016-03-09,"REMINGTON","NORTHERN","12","(39.31940238, -76.62309868)","39.31940238"," -76.62309868"
"56","3813 046 031016","3813","46","336 E 21ST ST",2016-03-10,"BARCLAY","EASTERN","12","(39.3136377, -76.61153797)","39.3136377"," -76.61153797"
"57","3952 064 030916","3952","64","1934 E 28TH ST",2016-03-09,"COLDSTREAM HOMESTEAD MONTEBELLO","NORTHEASTERN","14","(39.3240416, -76.58861529)","39.3240416"," -76.58861529"
"58","3962 029 030916","3962","29","1647 CHILTON ST",2016-03-09,"COLDSTREAM HOMESTEAD MONTEBELLO","NORTHEASTERN","14","(39.32731222, -76.59220833)","39.32731222"," -76.59220833"
"59","3969M123 031016","3969M","123","1640 NORTHGATE ROAD",2016-03-10,"HILLEN","NORTHEASTERN","3","(39.34520721, -76.58768063)","39.34520721"," -76.58768063"
"60","4131 021 030916","4131","21","1567 CARSWELL ST",2016-03-09,"COLDSTREAM HOMESTEAD MONTEBELLO","NORTHEASTERN","14","(39.32227105, -76.59528329)","39.32227105"," -76.59528329"
"61","4139 026 030916","4139","26","2738 HARFORD ROAD",2016-03-09,"COLDSTREAM HOMESTEAD MONTEBELLO","NORTHEASTERN","14","(39.32126572, -76.59106093)","39.32126572"," -76.59106093"
"62","4179G074 031116","4179G","74","3625 CHESTERFIELD AVE",2016-03-11,"BELAIR-EDISON","NORTHEASTERN","13","(39.31875134, -76.56380036)","39.31875134"," -76.56380036"
"63","4507 032 031116","4507","32","4127 W ROGERS AVE",2016-03-11,"WOODMERE","NORTHWESTERN","5","(39.34662388, -76.69087433)","39.34662388"," -76.69087433"
"64","4536A128 031116","4536A","128","5302 MAPLE AVE",2016-03-11,"PIMLICO GOOD NEIGHBORS","NORTHWESTERN","5","(39.35123971, -76.67777092)","39.35123971"," -76.67777092"
"65","5090A008 030716","5090A","8","6014 YORK ROAD",2016-03-07,"LAKE EVESHAM","NORTHERN","4","(39.3667341, -76.61026276)","39.3667341"," -76.61026276"
"66","5138 005 030816","5138","5","603 ORKNEY ROAD",2016-03-08,"BELVEDERE","NORTHERN","4","(39.36261319, -76.60643922)","39.36261319"," -76.60643922"
"67","5150 004 030816","5150","4","600 TUNBRIDGE ROAD",2016-03-08,"MID-GOVANS","NORTHERN","4","(39.35658363, -76.60787716)","39.35658363"," -76.60787716"
"68","5198 034 031016","5198","34","4606 CRADDOCK AVE",2016-03-10,"KENILWORTH PARK","NORTHERN","4","(39.34667216, -76.60171859)","39.34667216"," -76.60171859"
"69","5643 010 031116","5643","10","6102 ALTA AVE",2016-03-11,"WESTFIELD","NORTHEASTERN","2","(39.3541709, -76.54502735)","39.3541709"," -76.54502735"
"70","5898H014B 031116","5898H","014B","3906 PARKSIDE DR",2016-03-11,"ARCADIA","NORTHEASTERN","3","(39.33024502, -76.56742165)","39.33024502"," -76.56742165"
"71","6276 045 030816","6276","45","3 S EAST AVE",2016-03-08,"PATTERSON PARK NEIGHBORHOOD","SOUTHEASTERN","1","(39.29206782, -76.5716273)","39.29206782"," -76.5716273"
"72","7056A018 030816","7056A","18","3438 6TH ST",2016-03-08,"BROOKLYN","SOUTHERN","10","(39.23953056, -76.6010089)","39.23953056"," -76.6010089"
"73","8469 009 031016","8469","9","2600 QUEEN ANNE ROAD",2016-03-10,"WINDSOR HILLS","NORTHWESTERN","8","(39.3152955, -76.68822771)","39.3152955"," -76.68822771"
"74","0007 053 122915","7","53","1726 APPLETON ST",2015-12-29,"EASTERWOOD","WESTERN","7","(39.30841552, -76.64920351)","39.30841552"," -76.64920351"
"75","0006 032 011509","6","32","2002 PRESBURY ST",2009-01-15,"EASTERWOOD","WESTERN","7","(39.30800597, -76.65030361)","39.30800597"," -76.65030361"
"76","0031 057 032316","31","57","1834 LAURENS ST",2016-03-23,"SANDTOWN-WINCHESTER","WESTERN","7","(39.30327593, -76.64742143)","39.30327593"," -76.64742143"
"77","0055C063 032316","0055C","63","1104 N CARROLLTON AVE",2016-03-23,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30139077, -76.63768238)","39.30139077"," -76.63768238"
"78","0058 017 032316","58","17","1932 MOSHER ST",2016-03-23,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29997845, -76.64873347)","39.29997845"," -76.64873347"
"79","0073 024 031616","73","24","930 N MOUNT ST",2016-03-16,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29980611, -76.6446717)","39.29980611"," -76.6446717"
"80","0075 016 032416","75","16","1515 MOSHER ST",2016-03-24,"SANDTOWN-WINCHESTER","WESTERN","9","(39.2997724, -76.64245296)","39.2997724"," -76.64245296"
"81","0082 058 032416","82","58","805 N BRICE ST",2016-03-24,"MIDTOWN-EDMONDSON","WESTERN","9","(39.2978901, -76.64974531)","39.2978901"," -76.64974531"
"82","0096 052 031516","96","52","707 N MONROE ST",2016-03-15,"HARLEM PARK","WESTERN","9","(39.29682003, -76.64715186)","39.29682003"," -76.64715186"
"83","0149 044 031616","149","44","310 N BRUCE ST",2016-03-16,"FRANKLIN SQUARE","WESTERN","9","(39.29235262, -76.64485001)","39.29235262"," -76.64485001"
"84","0244 074 031516","244","74","1708 LEMMON ST",2016-03-15,"UNION SQUARE","SOUTHERN","9","(39.28584138, -76.64425453)","39.28584138"," -76.64425453"
"85","0248 029 031516","248","29","121 S CALHOUN ST",2016-03-15,"UNION SQUARE","SOUTHERN","9","(39.28562872, -76.63911396)","39.28562872"," -76.63911396"
"86","0265 011 031816","265","11","1321 W PRATT ST",2016-03-18,"NEW SOUTHWEST/MOUNT CLARE","SOUTHERN","9","(39.28532442, -76.63859617)","39.28532442"," -76.63859617"
"87","0272 079 032216","272","79","2110 WILHELM ST",2016-03-22,"CARROLLTON RIDGE","SOUTHWESTERN","9","(39.28370048, -76.6504335)","39.28370048"," -76.6504335"
"88","0273 071 031716","273","71","2003 MCHENRY ST",2016-03-17,"CARROLLTON RIDGE","SOUTHERN","9","(39.28397543, -76.64890327)","39.28397543"," -76.64890327"
"89","0294 012 031416","294","12","2422 1/2 PENNSYLVANIA AVE",2016-03-14,"PENN NORTH","WESTERN","7","(39.30963682, -76.64232212)","39.30963682"," -76.64232212"
"90","0294 027 031716","294","27","1627 W NORTH AVE",2016-03-17,"PENN NORTH","WESTERN","7","(39.30977597, -76.64324121)","39.30977597"," -76.64324121"
"91","0294 054 031416","294","54","1707 N CAREY ST",2016-03-14,"PENN NORTH","WESTERN","7","(39.30907584, -76.6427263)","39.30907584"," -76.6427263"
"92","0300C052 032316","0300C","52","1532 N CAREY ST",2016-03-23,"SANDTOWN-WINCHESTER","WESTERN","7","(39.30696705, -76.64077006)","39.30696705"," -76.64077006"
"93","0321 005 032116","321","5","1908 DRUID HILL AVE",2016-03-21,"DRUID HEIGHTS","CENTRAL","11","(39.30677018, -76.63483641)","39.30677018"," -76.63483641"
"94","0620 017 032416","620","17","107 N HOWARD ST",2016-03-24,"DOWNTOWN","CENTRAL","11","(39.29073259, -76.61921092)","39.29073259"," -76.61921092"
"95","0702 010 031616","702","10","2104 EAGLE ST",2016-03-16,"CARROLLTON RIDGE","SOUTHWESTERN","9","(39.28056347, -76.64933302)","39.28056347"," -76.64933302"
"96","0758 109 031416","758","109","1347 GLYNDON AVE",2016-03-14,"WASHINGTON VILLAGE/PIGTOWN","SOUTHERN","10","(39.28096927, -76.63757631)","39.28096927"," -76.63757631"
"97","0790 082 031716","790","82","1220 CLEVELAND ST",2016-03-17,"WASHINGTON VILLAGE/PIGTOWN","SOUTHERN","10","(39.28012403, -76.63313967)","39.28012403"," -76.63313967"
"98","0857 022 032316","857","22","775 CARROLL ST",2016-03-23,"WASHINGTON VILLAGE/PIGTOWN","SOUTHERN","10","(39.28197942, -76.62814903)","39.28197942"," -76.62814903"
"99","1160 025 032416","1160","25","1205 E PRESTON ST",2016-03-24,"OLIVER","EASTERN","12","(39.30490826, -76.60153842)","39.30490826"," -76.60153842"
"100","1163 022 031516","1163","22","1212 N BOND ST",2016-03-15,"OLIVER","EASTERN","12","(39.30482475, -76.59687707)","39.30482475"," -76.59687707"
"101","1163 050 031716","1163","50","1223 N CAROLINE ST",2016-03-17,"OLIVER","EASTERN","12","(39.30476771, -76.59772551)","39.30476771"," -76.59772551"
"102","1449 079 031516","1449","79","1828 N CHESTER ST",2016-03-15,"BROADWAY EAST","EASTERN","12","(39.31152594, -76.58888589)","39.31152594"," -76.58888589"
"103","1457 051 031516","1457","51","1706 N WOLFE ST",2016-03-15,"BROADWAY EAST","EASTERN","12","(39.30994021, -76.59184761)","39.30994021"," -76.59184761"
"104","1473 025 032416","1473","25","1638 N BRADFORD ST",2016-03-24,"BROADWAY EAST","EASTERN","13","(39.30985999, -76.58529956)","39.30985999"," -76.58529956"
"105","1496 034 032116","1496","34","1410 N GAY ST",2016-03-21,"BROADWAY EAST","EASTERN","12","(39.30686594, -76.59115322)","39.30686594"," -76.59115322"
"106","1496 035 032116","1496","35","1408 N GAY ST",2016-03-21,"BROADWAY EAST","EASTERN","12","(39.30682426, -76.59116881)","39.30682426"," -76.59116881"
"107","1503 045 032416","1503","45","1402 N MONTFORD AVE",2016-03-24,"BROADWAY EAST","EASTERN","13","(39.30719016, -76.58448412)","39.30719016"," -76.58448412"
"108","1542 038 032116","1542","38","1232 N CURLEY ST",2016-03-21,"BEREA","EASTERN","13","(39.30577737, -76.57654284)","39.30577737"," -76.57654284"
"109","0009 031 120508","9","31","1707 WESTWOOD AVE",2008-12-05,"SANDTOWN-WINCHESTER","WESTERN","7","(39.30868471, -76.64521986)","39.30868471"," -76.64521986"
"110","0009 033 082012","9","33","1703 WESTWOOD AVE",2012-08-20,"SANDTOWN-WINCHESTER","WESTERN","7","(39.30868774, -76.64511791)","39.30868774"," -76.64511791"
"111","0009 035 062014","9","35","1726 N MOUNT ST",2014-06-20,"SANDTOWN-WINCHESTER","WESTERN","7","(39.30855459, -76.64516938)","39.30855459"," -76.64516938"
"112","0009 037 081607","9","37","1722 N MOUNT ST",2007-08-16,"SANDTOWN-WINCHESTER","WESTERN","7","(39.30848991, -76.64516322)","39.30848991"," -76.64516322"
"113","1592 019 032316","1592","19","2536 E EAGER ST",2016-03-23,"MILTON-MONTFORD","EASTERN","13","(39.3020481, -76.58151278)","39.3020481"," -76.58151278"
"114","1610 029H 032416","1610","029H","2639 ASHLAND AVE",2016-03-24,"MADISON-EASTEND","EASTERN","13","(39.30087416, -76.57979432)","39.30087416"," -76.57979432"
"115","1654 027 032416","1654","27","2319 MCELDERRY ST",2016-03-24,"MCELDERRY PARK","SOUTHEASTERN","13","(39.29744074, -76.58439371)","39.29744074"," -76.58439371"
"116","1686 003 031516","1686","3","2031 ORLEANS ST",2016-03-15,"CARE","SOUTHEASTERN","13","(39.29518214, -76.58827009)","39.29518214"," -76.58827009"
"117","1722 019 032316","1722","19","2121 E FAIRMOUNT AVE",2016-03-23,"BUTCHER'S HILL","SOUTHEASTERN","13","(39.29274295, -76.58651081)","39.29274295"," -76.58651081"
"118","1945 041 032316","1945","41","1814 BELT ST",2016-03-23,"RIVERSIDE","SOUTHERN","11","(39.26939931, -76.60587106)","39.26939931"," -76.60587106"
"119","2138 026 032316","2138","26","455 BRUNSWICK ST",2016-03-23,"MILLHILL","SOUTHWESTERN","9","(39.27940532, -76.65913947)","39.27940532"," -76.65913947"
"120","2199G007 032116","2199G","7","150 S HILTON ST",2016-03-21,"SAINT JOSEPHS","SOUTHWESTERN","8","(39.28336832, -76.67242437)","39.28336832"," -76.67242437"
"121","2201 020 032316","2201","20","2339 EDMONDSON AVE",2016-03-23,"ROSEMONT HOMEOWNERS/TENANTS","WESTERN","9","(39.29452829, -76.6544517)","39.29452829"," -76.6544517"
"122","2230K013 031416","2230K","13","25 S ELLAMONT ST",2016-03-14,"CARROLL-SOUTH HILTON","SOUTHWESTERN","9","(39.28509941, -76.67018481)","39.28509941"," -76.67018481"
"123","2247 020 032116","2247","20","230 S MONASTERY AVE",2016-03-21,"IRVINGTON","SOUTHWESTERN","8","(39.28334502, -76.6812959)","39.28334502"," -76.6812959"
"124","2275A001 031816","2275A","1","246 N HILTON ST",2016-03-18,"ALLENDALE","SOUTHWESTERN","8","(39.28986146, -76.67284465)","39.28986146"," -76.67284465"
"125","2286 032 032416","2286","32","3511 W MULBERRY ST",2016-03-24,"ALLENDALE","SOUTHWESTERN","8","(39.29163522, -76.67619861)","39.29163522"," -76.67619861"
"126","2297 012 031616","2297","12","422 N LOUDON AVE",2016-03-16,"ALLENDALE","SOUTHWESTERN","8","(39.29234194, -76.68277277)","39.29234194"," -76.68277277"
"127","2306 031 031716","2306","31","1722 RUXTON AVE",2016-03-17,"COPPIN HEIGHTS/ASH-CO-EAST","WESTERN","7","(39.30814389, -76.65526668)","39.30814389"," -76.65526668"
"128","2348 017 031416","2348","17","2332 EDMONDSON AVE",2016-03-14,"ROSEMONT HOMEOWNERS/TENANTS","WESTERN","9","(39.29506303, -76.65431193)","39.29506303"," -76.65431193"
"129","2401A036 031716","2401A","36","1806 BRADDISH AVE",2016-03-17,"COPPIN HEIGHTS/ASH-CO-EAST","WESTERN","7","(39.30853512, -76.66129249)","39.30853512"," -76.66129249"
"130","2443A024 031716","2443A","24","2915 BELMONT AVE",2016-03-17,"WINCHESTER","SOUTHWESTERN","9","(39.30327997, -76.6659239)","39.30327997"," -76.6659239"
"131","2443A025 031716","2443A","25","2917 BELMONT AVE",2016-03-17,"WINCHESTER","SOUTHWESTERN","9","(39.30327524, -76.6659744)","39.30327524"," -76.6659744"
"132","2445 064 031516","2445","64","2907 WINCHESTER ST",2016-03-15,"FRANKLINTOWN ROAD","SOUTHWESTERN","9","(39.30108813, -76.66619769)","39.30108813"," -76.66619769"
"133","2475 009 031716","2475","9","3016 EDMONDSON AVE",2016-03-17,"FRANKLINTOWN ROAD","SOUTHWESTERN","9","(39.29459084, -76.66727238)","39.29459084"," -76.66727238"
"134","2475 026 031516","2475","26","3050 EDMONDSON AVE",2016-03-15,"FRANKLINTOWN ROAD","SOUTHWESTERN","9","(39.29456252, -76.66814195)","39.29456252"," -76.66814195"
"135","2475E036 031516","2475E","36","3036 HARLEM AVE",2016-03-15,"FRANKLINTOWN ROAD","SOUTHWESTERN","9","(39.29596426, -76.6679032)","39.29596426"," -76.6679032"
"136","2475H062 032316","2475H","62","955 ELLICOTT DRIVEWAY",2016-03-23,"FRANKLINTOWN ROAD","SOUTHWESTERN","9","(39.29843223, -76.66863655)","39.29843223"," -76.66863655"
"137","2523B009 031716","2523B","9","917 ALLENDALE ST",2016-03-17,"EDGEWOOD","SOUTHWESTERN","8","(39.29852452, -76.67838633)","39.29852452"," -76.67838633"
"138","2537 023 032416","2537","23","4124 WALRAD ST",2016-03-24,"IRVINGTON","SOUTHWESTERN","8","(39.28018866, -76.6842452)","39.28018866"," -76.6842452"
"139","2545 004 032216","2545","4","222 S AUGUSTA AVE",2016-03-22,"IRVINGTON","SOUTHWESTERN","8","(39.28192385, -76.68503873)","39.28192385"," -76.68503873"
"140","2733 011 031516","2733","11","4002 MAINE AVE",2016-03-15,"CENTRAL FOREST PARK","NORTHWESTERN","6","(39.32748673, -76.68610865)","39.32748673"," -76.68610865"
"141","2880B004 032416","2880B","4","3807 CLIFTON AVE",2016-03-24,"FAIRMONT","SOUTHWESTERN","7","(39.31038899, -76.68199412)","39.31038899"," -76.68199412"
"142","3004 007 031516","3004","7","2916 W NORTH AVE",2016-03-15,"WALBROOK","SOUTHWESTERN","7","(39.30938097, -76.6663401)","39.30938097"," -76.6663401"
"143","3085A059 032416","3085A","59","2135 KOKO LANE",2016-03-24,"PANWAY/BRADDISH AVENUE","WESTERN","7","(39.31228221, -76.66306491)","39.31228221"," -76.66306491"
"144","3207 069 031516","3207","69","1905 HERBERT ST",2016-03-15,"MONDAWMIN","WESTERN","7","(39.3102319, -76.6486453)","39.3102319"," -76.6486453"
"145","3241 024 031416","3241","24","2214 BRYANT AVE",2016-03-14,"PARKVIEW/WOODBROOK","WESTERN","7","(39.31682353, -76.6491423)","39.31682353"," -76.6491423"
"146","3301 083 032216","3301","83","3421 DUPONT AVE",2016-03-22,"CENTRAL PARK HEIGHTS","NORTHWESTERN","6","(39.3415312, -76.67153954)","39.3415312"," -76.67153954"
"147","3307B024 031416","3307B","24","2602 ROSEWOOD AVE",2016-03-14,"CENTRAL PARK HEIGHTS","NORTHWESTERN","6","(39.33892017, -76.66447909)","39.33892017"," -76.66447909"
"148","3307B028 031416","3307B","28","2610 ROSEWOOD AVE",2016-03-14,"CENTRAL PARK HEIGHTS","NORTHWESTERN","6","(39.3388386, -76.66464843)","39.3388386"," -76.66464843"
"149","3311 012 032416","3311","12","4224 PARK HEIGHTS AVE",2016-03-24,"CENTRAL PARK HEIGHTS","NORTHWESTERN","6","(39.3371612, -76.66491026)","39.3371612"," -76.66491026"
"150","3406 063 031716","3406","63","2525 PENNSYLVANIA AVE",2016-03-17,"PENN NORTH","WESTERN","7","(39.31069749, -76.64285033)","39.31069749"," -76.64285033"
"151","3424 093 032116","3424","93","2225 MADISON AVE",2016-03-21,"RESERVOIR HILL","CENTRAL","7","(39.31105758, -76.63594744)","39.31105758"," -76.63594744"
"152","3434 001 031516","3434","1","850 W NORTH AVE",2016-03-15,"RESERVOIR HILL","CENTRAL","7","(39.3111532, -76.63011842)","39.3111532"," -76.63011842"
"153","3447 037 031616","3447","37","2327 LINDEN AVE",2016-03-16,"RESERVOIR HILL","CENTRAL","7","(39.31373953, -76.63499707)","39.31373953"," -76.63499707"
"154","3816 015 032216","3816","15","318 E 22ND ST",2016-03-22,"BARCLAY","EASTERN","12","(39.3147188, -76.61203734)","39.3147188"," -76.61203734"
"155","3825 042 031416","3825","42","2427 BRENTWOOD AVE",2016-03-14,"BARCLAY","EASTERN","12","(39.31694487, -76.61013038)","39.31694487"," -76.61013038"
