"","ReferenceID","Block","Lot","BuildingAddress","NoticeDate","Neighborhood","PoliceDistrict","CouncilDistrict","Location","Latitude","Longitude"
"4980","0076 026 110606","0076","026","1415 MOSHER ST",2006-11-06,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29984827, -76.64071558)","39.29984827"," -76.64071558"
"4981","0076 032 011615","0076","032","1403 MOSHER ST",2015-01-16,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29985816, -76.64041379)","39.29985816"," -76.64041379"
"4982","0076 033 072412","0076","033","1401 MOSHER ST",2012-07-24,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29985983, -76.64036347)","39.29985983"," -76.64036347"
"4983","0077 001 032907","0077","001","1309 MOSHER ST",2007-03-29,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29992031, -76.63921959)","39.29992031"," -76.63921959"
"4984","0077 003 060512","0077","003","1311 MOSHER ST",2012-06-05,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29991924, -76.63926168)","39.29991924"," -76.63926168"
"4985","0077 004 100908","0077","004","1313 MOSHER ST",2008-10-09,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29991765, -76.63930448)","39.29991765"," -76.63930448"
"4986","0077 005 010807","0077","005","1315 MOSHER ST",2007-01-08,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29991667, -76.63934705)","39.29991667"," -76.63934705"
"4987","0077 006 122804","0077","006","1317 MOSHER ST",2004-12-28,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29991541, -76.63938887)","39.29991541"," -76.63938887"
"4988","0077 008 071709","0077","008","1321 MOSHER ST",2009-07-17,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29991301, -76.63947165)","39.29991301"," -76.63947165"
"4989","0077 009 021408","0077","009","1323 MOSHER ST",2008-02-14,"SANDTOWN-WINCHESTER","WESTERN","9","(39.2998403, -76.63951419)","39.2998403"," -76.63951419"
"4990","0077 010 032414","0077","010","1325 MOSHER ST",2014-03-24,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29983904, -76.63956374)","39.29983904"," -76.63956374"
"4991","0077 011 120804","0077","011","1327 MOSHER ST",2004-12-08,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29983757, -76.63961198)","39.29983757"," -76.63961198"
"4992","0077 012 071709","0077","012","1329 MOSHER ST",2009-07-17,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29983595, -76.63966008)","39.29983595"," -76.63966008"
"4993","0077 013 051408","0077","013","1331 MOSHER ST",2008-05-14,"SANDTOWN-WINCHESTER","WESTERN","9","(39.2998348, -76.63971014)","39.2998348"," -76.63971014"
"4994","0077 014 071709","0077","014","1333 MOSHER ST",2009-07-17,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29990189, -76.63976647)","39.29990189"," -76.63976647"
"4995","0077 022 112007","0077","022","919 N CALHOUN ST",2007-11-20,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29968321, -76.63988685)","39.29968321"," -76.63988685"
"4996","0077 026 110504","0077","026","911 N CALHOUN ST",2004-11-05,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29950643, -76.63987235)","39.29950643"," -76.63987235"
"4997","0077 028 051309","0077","028","907 N CALHOUN ST",2009-05-13,"SANDTOWN-WINCHESTER","WESTERN","9","(39.2994016, -76.63988739)","39.2994016"," -76.63988739"
"4998","0077 029 020912","0077","029","905 N CALHOUN ST",2012-02-09,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29936645, -76.63988696)","39.29936645"," -76.63988696"
"4999","0077 030 071609","0077","030","903 N CALHOUN ST",2009-07-16,"SANDTOWN-WINCHESTER","WESTERN","9","(39.2993306, -76.63988607)","39.2993306"," -76.63988607"
"5000","0077 032 082109","0077","032","1342 W LAFAYETTE AVE",2009-08-21,"SANDTOWN-WINCHESTER","WESTERN","9","(39.299196, -76.63993127)","39.299196"," -76.63993127"
"5001","0077 035 071709","0077","035","1336 W LAFAYETTE AVE",2009-07-17,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29920061, -76.63978776)","39.29920061"," -76.63978776"
"5002","0077 038 042711","0077","038","1330 W LAFAYETTE AVE",2011-04-27,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29920499, -76.63964948)","39.29920499"," -76.63964948"
"5003","0077 039 071709","0077","039","1328 W LAFAYETTE AVE",2009-07-17,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29920664, -76.63960233)","39.29920664"," -76.63960233"
"5004","0077 044 102606","0077","044","1318 W LAFAYETTE AVE",2006-10-26,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29927452, -76.63934337)","39.29927452"," -76.63934337"
"5005","0077 058 020608","0077","058","912 N CAREY ST",2008-02-06,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29957021, -76.63901172)","39.29957021"," -76.63901172"
"5006","0078 011 082214","0078","011","1236 W LAFAYETTE AVE",2014-08-22,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29929831, -76.63857608)","39.29929831"," -76.63857608"
"5007","0078 020 122909","0078","020","921 N CAREY ST",2009-12-29,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29985437, -76.63848952)","39.29985437"," -76.63848952"
"5008","0078 021 051711","0078","021","923 N CAREY ST",2011-05-17,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29989579, -76.63849205)","39.29989579"," -76.63849205"
"5009","0078 026 041113","0078","026","1223 MOSHER ST",2013-04-11,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29988131, -76.63825709)","39.29988131"," -76.63825709"
"5010","0078 027 100711","0078","027","1221 MOSHER ST",2011-10-07,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29988291, -76.63820937)","39.29988291"," -76.63820937"
"5011","0078 029 060809","0078","029","1217 MOSHER ST",2009-06-08,"SANDTOWN-WINCHESTER","WESTERN","9","(39.2998861, -76.6381194)","39.2998861"," -76.6381194"
"5012","0078 037 020215","0078","037","930 N CARROLLTON AVE",2015-02-02,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30004434, -76.63761225)","39.30004434"," -76.63761225"
"5013","0078 038 111507","0078","038","928 N CARROLLTON AVE",2007-11-15,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30000133, -76.63761011)","39.30000133"," -76.63761011"
"5014","0078 039 010716","0078","039","926 N CARROLLTON AVE",2016-01-07,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29995127, -76.63760786)","39.29995127"," -76.63760786"
"5015","0079 002 070815","0079","002","1102 W LAFAYETTE AVE",2015-07-08,"SANDTOWN-WINCHESTER","WESTERN","9","(39.2994458, -76.63612552)","39.2994458"," -76.63612552"
"5016","0079 022 073108","0079","022","1109 MOSHER ST",2008-07-31,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29989235, -76.63672774)","39.29989235"," -76.63672774"
"5017","0079 023 061914","0079","023","1107 MOSHER ST",2014-06-19,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29989262, -76.63666403)","39.29989262"," -76.63666403"
"5018","0079 026 112508","0079","026","920 N ARLINGTON AVE",2008-11-25,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30008561, -76.63624997)","39.30008561"," -76.63624997"
"5019","0079 027 012414","0079","027","918 N ARLINGTON AVE",2014-01-24,"SANDTOWN-WINCHESTER","WESTERN","9","(39.30002944, -76.63624756)","39.30002944"," -76.63624756"
"5020","0079 028 012208","0079","028","916 N ARLINGTON AVE",2008-01-22,"SANDTOWN-WINCHESTER","WESTERN","9","(39.2999753, -76.636244)","39.2999753"," -76.636244"
"5021","0079 029 122011","0079","029","914 N ARLINGTON AVE",2011-12-20,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29992743, -76.63624065)","39.29992743"," -76.63624065"
"5022","0079 030 061215","0079","030","912 N ARLINGTON AVE",2015-06-12,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29987805, -76.63623754)","39.29987805"," -76.63623754"
"5023","0080 002 013015","0080","002","1002 W LAFAYETTE AVE",2015-01-30,"SANDTOWN-WINCHESTER","WESTERN","9","(39.29944469, -76.6348736)","39.29944469"," -76.6348736"
"5024","0082 010 073107","0082","010","2022 W LANVALE ST",2007-07-31,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29766586, -76.65001614)","39.29766586"," -76.65001614"
"5025","0082 012 031711","0082","012","2026 W LANVALE ST",2011-03-17,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29766251, -76.65011376)","39.29766251"," -76.65011376"
"5026","0082 013 022508","0082","013","2028 W LANVALE ST",2008-02-25,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29766083, -76.65016142)","39.29766083"," -76.65016142"
"5027","0082 014 103006","0082","014","2030 W LANVALE ST",2006-10-30,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29765919, -76.65020892)","39.29765919"," -76.65020892"
"5028","0082 016 041113","0082","016","2034 W LANVALE ST",2013-04-11,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29765576, -76.65030607)","39.29765576"," -76.65030607"
"5029","0082 017 050112","0082","017","2036 W LANVALE ST",2012-05-01,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29765406, -76.65035439)","39.29765406"," -76.65035439"
"5030","0082 018 091010","0082","018","2038 W LANVALE ST",2010-09-10,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29765239, -76.65040183)","39.29765239"," -76.65040183"
"5031","0082 045 041510","0082","045","820 N PAYSON ST",2010-04-15,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29819416, -76.64948145)","39.29819416"," -76.64948145"
"5032","0082 046 060409","0082","046","818 N PAYSON ST",2009-06-04,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29815562, -76.64947903)","39.29815562"," -76.64947903"
"5033","0082 047 050510","0082","047","816 N PAYSON ST",2010-05-05,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29811755, -76.6494766)","39.29811755"," -76.6494766"
"5034","0082 048 022212","0082","048","814 N PAYSON ST",2012-02-22,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29807952, -76.64947367)","39.29807952"," -76.64947367"
"5035","0082 051 041510","0082","051","808 N PAYSON ST",2010-04-15,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29796339, -76.64946696)","39.29796339"," -76.64946696"
"5036","0082 052 111210","0082","052","806 N PAYSON ST",2010-11-12,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29792502, -76.64946428)","39.29792502"," -76.64946428"
"5037","0082 053 051705","0082","053","804 N PAYSON ST",2005-05-17,"MIDTOWN-EDMONDSON","WESTERN","9","(39.297887, -76.64946203)","39.297887"," -76.64946203"
"5038","0082 060 031109","0082","060","809 N BRICE ST",2009-03-11,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29796518, -76.64974929)","39.29796518"," -76.64974929"
"5039","0082 061 031109","0082","061","811 N BRICE ST",2009-03-11,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29800217, -76.64975125)","39.29800217"," -76.64975125"
"5040","0082 062 031309","0082","062","813 N BRICE ST",2009-03-13,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29803896, -76.64975318)","39.29803896"," -76.64975318"
"5041","0082 063 041510","0082","063","815 N BRICE ST",2010-04-15,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29807568, -76.64975511)","39.29807568"," -76.64975511"
"5042","0082 064 061714","0082","064","817 N BRICE ST",2014-06-17,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29811253, -76.64975707)","39.29811253"," -76.64975707"
"5043","0082 067 012414","0082","067","823 N BRICE ST",2014-01-24,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29822397, -76.64976293)","39.29822397"," -76.64976293"
"5044","0082 070 092806","0082","070","800 N BRICE ST",2006-09-28,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29782734, -76.65011475)","39.29782734"," -76.65011475"
"5045","0082 071 062205","0082","071","802 N BRICE ST",2005-06-22,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29787807, -76.65011735)","39.29787807"," -76.65011735"
"5046","0082 072 062206","0082","072","804 N BRICE ST",2006-06-22,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29792792, -76.65011988)","39.29792792"," -76.65011988"
"5047","0082 073 102611","0082","073","806 N BRICE ST",2011-10-26,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29797803, -76.65012246)","39.29797803"," -76.65012246"
"5048","0082 075 080515","0082","075","810 N BRICE ST",2015-08-05,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29807933, -76.65012764)","39.29807933"," -76.65012764"
"5049","0082 079 081007","0082","079","818 N BRICE ST",2007-08-10,"MIDTOWN-EDMONDSON","WESTERN","9","(39.2982805, -76.6501379)","39.2982805"," -76.6501379"
"5050","0083 008 022008","0083","008","1914 W LANVALE ST",2008-02-20,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29773877, -76.64794409)","39.29773877"," -76.64794409"
"5051","0083 013 022107","0083","013","1924 W LANVALE ST",2007-02-21,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29772965, -76.64818971)","39.29772965"," -76.64818971"
"5052","0083 019 123114","0083","019","1936 W LANVALE ST",2014-12-31,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29771226, -76.64869874)","39.29771226"," -76.64869874"
"5053","0083 024 012610","0083","024","1946 W LANVALE ST",2010-01-26,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29770355, -76.64894652)","39.29770355"," -76.64894652"
"5054","0083 025 052209","0083","025","1948 W LANVALE ST",2009-05-22,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29770185, -76.64899502)","39.29770185"," -76.64899502"
"5055","0083 028 042908","0083","028","803 N PAYSON ST",2008-04-29,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29790417, -76.64893066)","39.29790417"," -76.64893066"
"5056","0083 034 011911","0083","034","815 N PAYSON ST",2011-01-19,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29813308, -76.64894493)","39.29813308"," -76.64894493"
"5057","0083 035 122415","0083","035","817 N PAYSON ST",2015-12-24,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29817066, -76.64894725)","39.29817066"," -76.64894725"
"5058","0083 038 111011","0083","038","823 N PAYSON ST",2011-11-10,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29828635, -76.64895451)","39.29828635"," -76.64895451"
"5059","0083 039 052308","0083","039","825 N PAYSON ST",2008-05-23,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29832436, -76.64895687)","39.29832436"," -76.64895687"
"5060","0083 043 060711","0083","043","1945 W LAFAYETTE AVE",2011-06-07,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29848601, -76.64893755)","39.29848601"," -76.64893755"
"5061","0083 053 101107","0083","053","1925 W LAFAYETTE AVE",2007-10-11,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29850991, -76.64823179)","39.29850991"," -76.64823179"
"5062","0083 054 091914","0083","054","1923 W LAFAYETTE AVE",2014-09-19,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29851198, -76.64818349)","39.29851198"," -76.64818349"
"5063","0083 058 010511","0083","058","1915 W LAFAYETTE AVE",2011-01-05,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29851873, -76.64798679)","39.29851873"," -76.64798679"
"5064","0083 059 101008","0083","059","1913 W LAFAYETTE AVE",2008-10-10,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29852046, -76.64793736)","39.29852046"," -76.64793736"
"5065","0083 068 012408","0083","068","820 N MONROE ST",2008-01-24,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29829135, -76.64775519)","39.29829135"," -76.64775519"
"5066","0083 072 041310","0083","072","812 N MONROE ST",2010-04-13,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29813755, -76.64774702)","39.29813755"," -76.64774702"
"5067","0083 082 042606","0083","082","807 APPLETON ST",2006-04-26,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29800799, -76.64808776)","39.29800799"," -76.64808776"
"5068","0083 085 061715","0083","085","813 APPLETON ST",2015-06-17,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29812182, -76.6480939)","39.29812182"," -76.6480939"
"5069","0083 086 101508","0083","086","815 APPLETON ST",2008-10-15,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29816065, -76.64809603)","39.29816065"," -76.64809603"
"5070","0083 087 101008","0083","087","817 APPLETON ST",2008-10-10,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29820003, -76.64809817)","39.29820003"," -76.64809817"
"5071","0083 094 011416","0083","094","820 APPLETON ST",2016-01-14,"MIDTOWN-EDMONDSON","WESTERN","9","(39.2982587, -76.64860328)","39.2982587"," -76.64860328"
"5072","0083 098 101111","0083","098","812 APPLETON ST",2011-10-11,"MIDTOWN-EDMONDSON","WESTERN","9","(39.29810502, -76.64859469)","39.29810502"," -76.64859469"
"5073","0084 008 011916","0084","008","814 N FULTON AVE",2016-01-19,"HARLEM PARK","WESTERN","9","(39.2980357, -76.64606382)","39.2980357"," -76.64606382"
"5074","0084 010 110707","0084","010","818 N FULTON AVE",2007-11-07,"HARLEM PARK","WESTERN","9","(39.29812324, -76.64606764)","39.29812324"," -76.64606764"
"5075","0084 012 100808","0084","012","822 N FULTON AVE",2008-10-08,"HARLEM PARK","WESTERN","9","(39.29821585, -76.64607141)","39.29821585"," -76.64607141"
"5076","0084 023 122007","0084","023","1805 W LAFAYETTE AVE",2007-12-20,"HARLEM PARK","WESTERN","9","(39.29857115, -76.64654354)","39.29857115"," -76.64654354"
"5077","0084 044 071208","0084","044","811 N MONROE ST",2008-07-12,"HARLEM PARK","WESTERN","9","(39.29811624, -76.6472245)","39.29811624"," -76.6472245"
"5078","0084 049 062712","0084","049","801 N MONROE ST",2012-06-27,"HARLEM PARK","WESTERN","9","(39.29792242, -76.64721398)","39.29792242"," -76.64721398"
"5079","0084 050 012710","0084","050","1838 W LANVALE ST",2010-01-27,"HARLEM PARK","WESTERN","9","(39.29776153, -76.64728563)","39.29776153"," -76.64728563"
"5080","0084 056 071609","0084","056","1828 W LANVALE ST",2009-07-16,"HARLEM PARK","WESTERN","9","(39.29777158, -76.64701034)","39.29777158"," -76.64701034"
"5081","0084 058 041008","0084","058","1824 W LANVALE ST",2008-04-10,"HARLEM PARK","WESTERN","9","(39.29777501, -76.64691211)","39.29777501"," -76.64691211"
"5082","0084 062 060712","0084","062","1816 W LANVALE ST",2012-06-07,"HARLEM PARK","WESTERN","9","(39.29778784, -76.64654698)","39.29778784"," -76.64654698"
"5083","0084 063 120911","0084","063","1814 W LANVALE ST",2011-12-09,"HARLEM PARK","WESTERN","9","(39.29778961, -76.64649691)","39.29778961"," -76.64649691"
"5084","0084 064 031408","0084","064","1812 W LANVALE ST",2008-03-14,"HARLEM PARK","WESTERN","9","(39.29779137, -76.64644699)","39.29779137"," -76.64644699"
"5085","0084 070 111805","0084","070","809 MCKEAN AVE",2005-11-18,"HARLEM PARK","WESTERN","9","(39.29810382, -76.6465107)","39.29810382"," -76.6465107"
"5086","0084 071 041913","0084","071","811 MCKEAN AVE",2013-04-19,"HARLEM PARK","WESTERN","9","(39.29814262, -76.64651222)","39.29814262"," -76.64651222"
"5087","0084 072 072008","0084","072","813 MCKEAN AVE",2008-07-20,"HARLEM PARK","WESTERN","9","(39.29818064, -76.64651372)","39.29818064"," -76.64651372"
"5088","0084 074 011411","0084","074","817 MCKEAN AVE",2011-01-14,"HARLEM PARK","WESTERN","9","(39.29825739, -76.64651673)","39.29825739"," -76.64651673"
"5089","0084 076 061014","0084","076","821 MCKEAN AVE",2014-06-10,"HARLEM PARK","WESTERN","9","(39.29833506, -76.6465198)","39.29833506"," -76.6465198"
"5090","0084 079 032112","0084","079","824 MCKEAN AVE",2012-03-21,"HARLEM PARK","WESTERN","9","(39.29839525, -76.6469461)","39.29839525"," -76.6469461"
"5091","0085 023 013015","0085","023","1719 W LAFAYETTE AVE",2015-01-30,"HARLEM PARK","WESTERN","9","(39.29859796, -76.64504528)","39.29859796"," -76.64504528"
"5092","0085 024 010208","0085","024","1717 W LAFAYETTE AVE",2008-01-02,"HARLEM PARK","WESTERN","9","(39.29859993, -76.64498785)","39.29859993"," -76.64498785"
"5093","0085 040 111907","0085","040","814 N MOUNT ST",2007-11-19,"HARLEM PARK","WESTERN","9","(39.29814044, -76.64459288)","39.29814044"," -76.64459288"
"5094","0085 041 111907","0085","041","812 N MOUNT ST",2007-11-19,"HARLEM PARK","WESTERN","9","(39.29810332, -76.64459074)","39.29810332"," -76.64459074"
"5095","0085 042 092612","0085","042","810 N MOUNT ST",2012-09-26,"HARLEM PARK","WESTERN","9","(39.29806669, -76.64458862)","39.29806669"," -76.64458862"
"5096","0085 050 031813","0085","050","1708 W LANVALE ST",2013-03-18,"HARLEM PARK","WESTERN","9","(39.29783088, -76.64462937)","39.29783088"," -76.64462937"
"5097","0086 020 070110","0086","020","1600 W LANVALE ST",2010-07-01,"HARLEM PARK","WESTERN","9","(39.29792667, -76.64303689)","39.29792667"," -76.64303689"
"5098","0086 033 060508","0086","033","1617 W LAFAYETTE AVE",2008-06-05,"HARLEM PARK","WESTERN","9","(39.29866483, -76.64343708)","39.29866483"," -76.64343708"
"5099","0087 001 082108","0087","001","1500 W LANVALE ST",2008-08-21,"HARLEM PARK","WESTERN","9","(39.29796472, -76.64162072)","39.29796472"," -76.64162072"
"5100","0087 002 032009","0087","002","1502 W LANVALE ST",2009-03-20,"HARLEM PARK","WESTERN","9","(39.2979629, -76.6416794)","39.2979629"," -76.6416794"
"5101","0087 003 121207","0087","003","1504 W LANVALE ST",2007-12-12,"HARLEM PARK","WESTERN","9","(39.29796104, -76.64173451)","39.29796104"," -76.64173451"
"5102","0087 005 031909","0087","005","1508 W LANVALE ST",2009-03-19,"HARLEM PARK","WESTERN","9","(39.29795733, -76.64184482)","39.29795733"," -76.64184482"
"5103","0087 008 012315","0087","008","1514 W LANVALE ST",2015-01-23,"HARLEM PARK","WESTERN","9","(39.2979517, -76.64201215)","39.2979517"," -76.64201215"
"5104","0087 009 011615","0087","009","1516 W LANVALE ST",2015-01-16,"HARLEM PARK","WESTERN","9","(39.29794985, -76.64206665)","39.29794985"," -76.64206665"
"5105","0087 012 070308","0087","012","1522 W LANVALE ST",2008-07-03,"HARLEM PARK","WESTERN","9","(39.29795113, -76.64230652)","39.29795113"," -76.64230652"
"5106","0087 013 081711","0087","013","1524 W LANVALE ST",2011-08-17,"HARLEM PARK","WESTERN","9","(39.29794927, -76.64236176)","39.29794927"," -76.64236176"
"5107","0087 014 031909","0087","014","1526 W LANVALE ST",2009-03-19,"HARLEM PARK","WESTERN","9","(39.29794737, -76.64241767)","39.29794737"," -76.64241767"
"5108","0087 015 020912","0087","015","1528 W LANVALE ST",2012-02-09,"HARLEM PARK","WESTERN","9","(39.29794558, -76.64247092)","39.29794558"," -76.64247092"
"5109","0087 016 031909","0087","016","1530 W LANVALE ST",2009-03-19,"HARLEM PARK","WESTERN","9","(39.29794375, -76.64252555)","39.29794375"," -76.64252555"
"5110","0087 018 040909","0087","018","1534 W LANVALE ST",2009-04-09,"HARLEM PARK","WESTERN","9","(39.29793997, -76.64263779)","39.29793997"," -76.64263779"
"5111","0087 021 042409","0087","021","803 N GILMOR ST",2009-04-24,"HARLEM PARK","WESTERN","9","(39.29811442, -76.64260879)","39.29811442"," -76.64260879"
"5112","0087 022 091306","0087","022","805 N GILMOR ST",2006-09-13,"HARLEM PARK","WESTERN","9","(39.29815974, -76.64261134)","39.29815974"," -76.64261134"
"5113","0087 023 062008","0087","023","807 N GILMOR ST",2008-06-20,"HARLEM PARK","WESTERN","9","(39.29820716, -76.64261404)","39.29820716"," -76.64261404"
"5114","0087 024 062608","0087","024","809 N GILMOR ST",2008-06-26,"HARLEM PARK","WESTERN","9","(39.29825361, -76.6426167)","39.29825361"," -76.6426167"
"5115","0087 026 042409","0087","026","813 N GILMOR ST",2009-04-24,"HARLEM PARK","WESTERN","9","(39.29834333, -76.64262177)","39.29834333"," -76.64262177"
"5116","0087 027 011207","0087","027","815 N GILMOR ST",2007-01-12,"HARLEM PARK","WESTERN","9","(39.29838812, -76.64262434)","39.29838812"," -76.64262434"
"5117","0087 028 042409","0087","028","817 N GILMOR ST",2009-04-24,"HARLEM PARK","WESTERN","9","(39.29843283, -76.64262688)","39.29843283"," -76.64262688"
"5118","0087 029 041008","0087","029","819 N GILMOR ST",2008-04-10,"HARLEM PARK","WESTERN","9","(39.29847803, -76.64262943)","39.29847803"," -76.64262943"
"5119","0087 030 100407","0087","030","821 N GILMOR ST",2007-10-04,"HARLEM PARK","WESTERN","9","(39.29852297, -76.64263196)","39.29852297"," -76.64263196"
"5120","0087 031 010505","0087","031","823 N GILMOR ST",2005-01-05,"HARLEM PARK","WESTERN","9","(39.29856741, -76.64263452)","39.29856741"," -76.64263452"
"5121","0087 032 092407","0087","032","825 N GILMOR ST",2007-09-24,"HARLEM PARK","WESTERN","9","(39.298613, -76.6426371)","39.298613"," -76.6426371"
"5122","0087 033 042409","0087","033","827 N GILMOR ST",2009-04-24,"HARLEM PARK","WESTERN","9","(39.29865839, -76.6426397)","39.29865839"," -76.6426397"
"5123","0087 036 100907","0087","036","833 N GILMOR ST",2007-10-09,"HARLEM PARK","WESTERN","9","(39.29879228, -76.6426472)","39.29879228"," -76.6426472"
"5124","0087 047 072011","0087","047","832 N STRICKER ST",2011-07-20,"HARLEM PARK","WESTERN","9","(39.29872999, -76.64171748)","39.29872999"," -76.64171748"
"5125","0087 051 080210","0087","051","824 N STRICKER ST",2010-08-02,"HARLEM PARK","WESTERN","9","(39.29859885, -76.64170988)","39.29859885"," -76.64170988"
"5126","0087 052 042209","0087","052","822 N STRICKER ST",2009-04-22,"HARLEM PARK","WESTERN","9","(39.29856599, -76.64170798)","39.29856599"," -76.64170798"
"5127","0087 053 072205","0087","053","820 N STRICKER ST",2005-07-22,"HARLEM PARK","WESTERN","9","(39.29853416, -76.64170611)","39.29853416"," -76.64170611"
"5128","0087 054 102207","0087","054","818 N STRICKER ST",2007-10-22,"HARLEM PARK","WESTERN","9","(39.29850061, -76.64170417)","39.29850061"," -76.64170417"
"5129","0087 061 041709","0087","061","804 N STRICKER ST",2009-04-17,"HARLEM PARK","WESTERN","9","(39.29817263, -76.64177883)","39.29817263"," -76.64177883"
"5130","0087 062 120611","0087","062","802 N STRICKER ST",2011-12-06,"HARLEM PARK","WESTERN","9","(39.29812607, -76.64177612)","39.29812607"," -76.64177612"
"5131","0089 003 022014","0089","003","1306 W LANVALE ST",2014-02-20,"HARLEM PARK","WESTERN","9","(39.29806231, -76.6392551)","39.29806231"," -76.6392551"
"5132","0089 005 022406","0089","005","1310 W LANVALE ST",2006-02-24,"HARLEM PARK","WESTERN","9","(39.29805647, -76.63942849)","39.29805647"," -76.63942849"
"5133","0089 012 032509","0089","012","1324 W LANVALE ST",2009-03-25,"HARLEM PARK","WESTERN","9","(39.29804381, -76.63980821)","39.29804381"," -76.63980821"
"5134","0089 015 021307","0089","015","805 N CALHOUN ST",2007-02-13,"HARLEM PARK","WESTERN","9","(39.29822352, -76.63980611)","39.29822352"," -76.63980611"
"5135","0089 019 111811","0089","019","813 N CALHOUN ST",2011-11-18,"HARLEM PARK","WESTERN","9","(39.29837828, -76.63981501)","39.29837828"," -76.63981501"
"5136","0089 021 020413","0089","021","817 N CALHOUN ST",2013-02-04,"HARLEM PARK","WESTERN","9","(39.29845515, -76.63981914)","39.29845515"," -76.63981914"
"5137","0089 026 081912","0089","026","1341 W LAFAYETTE AVE",2012-08-19,"HARLEM PARK","WESTERN","9","(39.29881781, -76.63997059)","39.29881781"," -76.63997059"
